"Name","Date","All cause","Covid-19 Deaths"
"Greenwich",2020-04-24,4,1
"Hackney",2020-04-24,1,0
"Halton",2020-04-24,1,1
"Hammersmith and Fulham",2020-04-24,1,1
"Hampshire",2020-04-24,34,20
"Haringey",2020-04-24,0,0
"Harrow",2020-04-24,7,4
"Hartlepool",2020-04-24,3,2
"Havering",2020-04-24,2,0
"Herefordshire, County of",2020-04-24,0,0
"Hertfordshire",2020-04-24,25,11
"Hillingdon",2020-04-24,4,3
"Hounslow",2020-04-24,0,0
"Isle of Wight",2020-04-24,1,0
"Islington",2020-04-24,0,0
"Kensington and Chelsea",2020-04-24,2,2
"Kent",2020-04-24,31,7
"Kingston upon Hull, City of",2020-04-24,5,2
"Kingston upon Thames",2020-04-24,3,0
"Kirklees",2020-04-24,10,5
"Knowsley",2020-04-24,1,1
"Lambeth",2020-04-24,2,2
"Lancashire",2020-04-24,18,10
"Leeds",2020-04-24,14,8
"Leicester",2020-04-24,5,5
"Leicestershire",2020-04-24,9,2
"Lewisham",2020-04-24,1,0
"Lincolnshire",2020-04-24,8,0
"Liverpool",2020-04-24,15,9
"Luton",2020-04-24,0,0
"Manchester",2020-04-24,2,1
"Medway",2020-04-24,4,0
"Merton",2020-04-24,1,0
"Middlesbrough",2020-04-24,2,1
"Milton Keynes",2020-04-24,4,3
"Newcastle upon Tyne",2020-04-24,5,3
"Newham",2020-04-24,0,0
"Norfolk",2020-04-24,8,2
"North East Lincolnshire",2020-04-24,1,0
"North Lincolnshire",2020-04-24,6,0
"North Somerset",2020-04-24,3,0
"North Tyneside",2020-04-24,4,2
"North Yorkshire",2020-04-24,10,5
"Northamptonshire",2020-04-24,13,4
"Northumberland",2020-04-24,8,4
"Nottingham",2020-04-24,1,0
"Nottinghamshire",2020-04-24,22,14
"Oldham",2020-04-24,2,0
"Oxfordshire",2020-04-24,10,6
"Peterborough",2020-04-24,5,1
"Plymouth",2020-04-24,2,1
"Portsmouth",2020-04-24,3,3
"Reading",2020-04-24,6,3
"Redbridge",2020-04-24,1,0
"Redcar and Cleveland",2020-04-24,1,0
"Richmond upon Thames",2020-04-24,3,1
"Rochdale",2020-04-24,4,3
"Rotherham",2020-04-24,7,6
"Rutland",2020-04-24,0,
"Salford",2020-04-24,8,6
"Sandwell",2020-04-24,3,1
"Sefton",2020-04-24,5,0
"Sheffield",2020-04-24,13,5
"Shropshire",2020-04-24,9,5
"Slough",2020-04-24,1,0
"Solihull",2020-04-24,7,0
"Somerset",2020-04-24,6,2
"South Gloucestershire",2020-04-24,4,1
"South Tyneside",2020-04-24,1,0
"Southampton",2020-04-24,3,3
"Southend-on-Sea",2020-04-24,3,0
"Southwark",2020-04-24,1,1
"St. Helens",2020-04-24,4,3
"Staffordshire",2020-04-24,15,8
"Stockport",2020-04-24,4,0
"Stockton-on-Tees",2020-04-24,2,1
"Stoke-on-Trent",2020-04-24,2,1
"Suffolk",2020-04-24,23,10
"Sunderland",2020-04-24,5,3
"Surrey",2020-04-24,24,10
"Sutton",2020-04-24,4,2
"Swindon",2020-04-24,3,2
"Tameside",2020-04-24,6,5
"Telford and Wrekin",2020-04-24,1,1
"Thurrock",2020-04-24,3,1
"Torbay",2020-04-24,9,7
"Tower Hamlets",2020-04-24,0,0
"Trafford",2020-04-24,8,5
"Wakefield",2020-04-24,11,3
"Walsall",2020-04-24,7,1
"Waltham Forest",2020-04-24,3,2
"Wandsworth",2020-04-24,0,0
"Warrington",2020-04-24,1,0
"Warwickshire",2020-04-24,13,5
"West Berkshire",2020-04-24,2,1
"West Sussex",2020-04-24,13,5
"Westminster",2020-04-24,0,0
"Wigan",2020-04-24,6,3
"Wiltshire",2020-04-24,26,14
"Windsor and Maidenhead",2020-04-24,4,4
"Wirral",2020-04-24,7,1
"Wokingham",2020-04-24,3,2
"Wolverhampton",2020-04-24,3,2
"Worcestershire",2020-04-24,13,5
"York",2020-04-24,3,0
"Notes:",2020-04-24,,
"1. Data provided by Care Quality Commission",2020-04-24,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-24,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-24,,
"England",2020-04-25,175,67
"Barking and Dagenham",2020-04-25,1,1
"Barnet",2020-04-25,5,2
"Barnsley",2020-04-25,0,0
"Bath and North East Somerset",2020-04-25,2,0
"Bedford",2020-04-25,2,0
"Bexley",2020-04-25,0,0
"Birmingham",2020-04-25,3,0
"Blackburn with Darwen",2020-04-25,0,0
"Blackpool",2020-04-25,1,0
"Bolton",2020-04-25,1,1
"Bournemouth, Christchurch and Poole",2020-04-25,2,0
"Bracknell Forest",2020-04-25,0,0
"Bradford",2020-04-25,3,1
"Brent",2020-04-25,1,1
"Brighton and Hove",2020-04-25,0,0
"Bristol, City of",2020-04-25,2,1
"Bromley",2020-04-25,4,3
"Buckinghamshire",2020-04-25,1,1
"Bury",2020-04-25,0,0
"Calderdale",2020-04-25,2,0
"Cambridgeshire",2020-04-25,0,0
"Camden",2020-04-25,0,0
"Central Bedfordshire",2020-04-25,1,1
"Cheshire East",2020-04-25,0,0
"Cheshire West and Chester",2020-04-25,0,0
"Cornwall",2020-04-25,1,0
"County Durham",2020-04-25,1,1
"Coventry",2020-04-25,0,0
"Croydon",2020-04-25,2,2
"Cumbria",2020-04-25,0,0
"Darlington",2020-04-25,0,0
"Derby",2020-04-25,2,0
"Derbyshire",2020-04-25,3,0
"Devon",2020-04-25,5,1
"Doncaster",2020-04-25,0,0
"Dorset",2020-04-25,1,1
"Dudley",2020-04-25,0,0
"Ealing",2020-04-25,0,0
"East Riding of Yorkshire",2020-04-25,0,0
"East Sussex",2020-04-25,6,2
"Enfield",2020-04-25,4,3
"Essex",2020-04-25,2,0
"Gateshead",2020-04-25,1,0
"Gloucestershire",2020-04-25,4,2
"Greenwich",2020-04-25,0,0
"Hackney",2020-04-25,0,0
"Halton",2020-04-25,0,0
"Hammersmith and Fulham",2020-04-25,1,1
"Hampshire",2020-04-25,13,4
"Haringey",2020-04-25,0,0
"Harrow",2020-04-25,0,0
"Hartlepool",2020-04-25,0,0
"Havering",2020-04-25,1,0
"Herefordshire, County of",2020-04-25,0,0
"Hertfordshire",2020-04-25,8,2
"Hillingdon",2020-04-25,0,0
"Hounslow",2020-04-25,0,0
"Isle of Wight",2020-04-25,0,0
"Islington",2020-04-25,0,0
"Kensington and Chelsea",2020-04-25,0,0
"Kent",2020-04-25,10,3
"Kingston upon Hull, City of",2020-04-25,0,0
"Kingston upon Thames",2020-04-25,2,2
"Kirklees",2020-04-25,0,0
"Knowsley",2020-04-25,0,0
"Lambeth",2020-04-25,1,1
"Lancashire",2020-04-25,7,1
"Leeds",2020-04-25,2,2
"Leicester",2020-04-25,0,0
"Leicestershire",2020-04-25,2,0
"Lewisham",2020-04-25,0,0
"Lincolnshire",2020-04-25,1,0
"Liverpool",2020-04-25,0,0
"Luton",2020-04-25,1,0
"Manchester",2020-04-25,0,0
"Medway",2020-04-25,1,1
"Merton",2020-04-25,0,0
"Middlesbrough",2020-04-25,1,1
"Milton Keynes",2020-04-25,0,0
"Newcastle upon Tyne",2020-04-25,0,0
"Newham",2020-04-25,0,0
"Norfolk",2020-04-25,0,0
"North East Lincolnshire",2020-04-25,0,0
"North Lincolnshire",2020-04-25,0,0
"North Somerset",2020-04-25,0,0
"North Tyneside",2020-04-25,2,2
"North Yorkshire",2020-04-25,2,1
"Northamptonshire",2020-04-25,1,0
"Northumberland",2020-04-25,2,1
"Nottingham",2020-04-25,0,0
"Nottinghamshire",2020-04-25,1,0
"Oldham",2020-04-25,0,0
"Oxfordshire",2020-04-25,4,3
"Peterborough",2020-04-25,0,0
"Plymouth",2020-04-25,0,0
"Portsmouth",2020-04-25,0,0
"Reading",2020-04-25,0,0
"Redbridge",2020-04-25,0,0
"Redcar and Cleveland",2020-04-25,0,0
"Richmond upon Thames",2020-04-25,0,0
"Rochdale",2020-04-25,3,2
"Rotherham",2020-04-25,1,1
"Rutland",2020-04-25,0,
"Salford",2020-04-25,1,1
"Sandwell",2020-04-25,0,0
"Sefton",2020-04-25,2,0
"Sheffield",2020-04-25,0,0
"Shropshire",2020-04-25,1,0
"Slough",2020-04-25,0,0
"Solihull",2020-04-25,0,0
"Somerset",2020-04-25,1,0
"South Gloucestershire",2020-04-25,2,1
"South Tyneside",2020-04-25,1,0
"Southampton",2020-04-25,2,0
"Southend-on-Sea",2020-04-25,1,0
"Southwark",2020-04-25,0,0
"St. Helens",2020-04-25,1,1
"Staffordshire",2020-04-25,3,2
"Stockport",2020-04-25,2,1
"Stockton-on-Tees",2020-04-25,0,0
"Stoke-on-Trent",2020-04-25,0,0
"Suffolk",2020-04-25,0,0
"Sunderland",2020-04-25,1,0
"Surrey",2020-04-25,2,1
"Sutton",2020-04-25,1,0
"Swindon",2020-04-25,0,0
"Tameside",2020-04-25,0,0
"Telford and Wrekin",2020-04-25,0,0
"Thurrock",2020-04-25,0,0
"Torbay",2020-04-25,0,0
"Tower Hamlets",2020-04-25,0,0
"Trafford",2020-04-25,1,0
"Wakefield",2020-04-25,0,0
"Walsall",2020-04-25,0,0
"Waltham Forest",2020-04-25,1,0
"Wandsworth",2020-04-25,0,0
"Warrington",2020-04-25,4,2
"Warwickshire",2020-04-25,1,1
"West Berkshire",2020-04-25,0,0
"West Sussex",2020-04-25,9,3
"Westminster",2020-04-25,0,0
"Wigan",2020-04-25,1,0
"Wiltshire",2020-04-25,2,1
"Windsor and Maidenhead",2020-04-25,0,0
"Wirral",2020-04-25,0,0
"Wokingham",2020-04-25,1,1
"Wolverhampton",2020-04-25,1,0
"Worcestershire",2020-04-25,2,0
"York",2020-04-25,1,0
"Notes:",2020-04-25,,
"1. Data provided by Care Quality Commission",2020-04-25,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-25,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-25,,
"England",2020-04-26,189,95
"Barking and Dagenham",2020-04-26,2,1
"Barnet",2020-04-26,0,0
"Barnsley",2020-04-26,0,0
"Bath and North East Somerset",2020-04-26,0,0
"Bedford",2020-04-26,0,0
"Bexley",2020-04-26,0,0
"Birmingham",2020-04-26,4,1
"Blackburn with Darwen",2020-04-26,3,1
"Blackpool",2020-04-26,0,0
"Bolton",2020-04-26,2,2
"Bournemouth, Christchurch and Poole",2020-04-26,1,0
"Bracknell Forest",2020-04-26,0,0
"Bradford",2020-04-26,4,2
"Brent",2020-04-26,1,1
"Brighton and Hove",2020-04-26,1,1
"Bristol, City of",2020-04-26,2,0
"Bromley",2020-04-26,0,0
"Buckinghamshire",2020-04-26,1,1
"Bury",2020-04-26,2,1
"Calderdale",2020-04-26,1,1
"Cambridgeshire",2020-04-26,2,1
"Camden",2020-04-26,0,0
"Central Bedfordshire",2020-04-26,0,0
"Cheshire East",2020-04-26,1,0
"Cheshire West and Chester",2020-04-26,2,2
"Cornwall",2020-04-26,2,0
"County Durham",2020-04-26,4,1
"Coventry",2020-04-26,0,0
"Croydon",2020-04-26,0,0
"Cumbria",2020-04-26,4,1
"Darlington",2020-04-26,1,1
"Derby",2020-04-26,2,2
"Derbyshire",2020-04-26,3,2
"Devon",2020-04-26,0,0
"Doncaster",2020-04-26,1,0
"Dorset",2020-04-26,8,6
"Dudley",2020-04-26,1,0
"Ealing",2020-04-26,1,1
"East Riding of Yorkshire",2020-04-26,1,0
"East Sussex",2020-04-26,6,3
"Enfield",2020-04-26,2,2
"Essex",2020-04-26,6,2
"Gateshead",2020-04-26,0,0
"Gloucestershire",2020-04-26,4,3
"Greenwich",2020-04-26,0,0
"Hackney",2020-04-26,1,1
"Halton",2020-04-26,0,0
"Hammersmith and Fulham",2020-04-26,0,0
"Hampshire",2020-04-26,7,3
"Haringey",2020-04-26,0,0
"Harrow",2020-04-26,0,0
"Hartlepool",2020-04-26,1,1
"Havering",2020-04-26,0,0
"Herefordshire, County of",2020-04-26,0,0
"Hertfordshire",2020-04-26,7,4
"Hillingdon",2020-04-26,3,1
"Hounslow",2020-04-26,0,0
"Isle of Wight",2020-04-26,0,0
"Islington",2020-04-26,0,0
"Kensington and Chelsea",2020-04-26,0,0
"Kent",2020-04-26,6,3
"Kingston upon Hull, City of",2020-04-26,0,0
"Kingston upon Thames",2020-04-26,1,1
"Kirklees",2020-04-26,4,1
"Knowsley",2020-04-26,2,2
"Lambeth",2020-04-26,1,0
"Lancashire",2020-04-26,10,3
"Leeds",2020-04-26,2,1
"Leicester",2020-04-26,2,1
"Leicestershire",2020-04-26,3,3
"Lewisham",2020-04-26,0,0
"Lincolnshire",2020-04-26,0,0
"Liverpool",2020-04-26,2,2
"Luton",2020-04-26,1,0
"Manchester",2020-04-26,1,0
"Medway",2020-04-26,1,1
"Merton",2020-04-26,0,0
"Middlesbrough",2020-04-26,0,0
"Milton Keynes",2020-04-26,0,0
"Newcastle upon Tyne",2020-04-26,3,3
"Newham",2020-04-26,0,0
"Norfolk",2020-04-26,1,0
"North East Lincolnshire",2020-04-26,0,0
"North Lincolnshire",2020-04-26,1,0
"North Somerset",2020-04-26,0,0
"North Tyneside",2020-04-26,0,0
"North Yorkshire",2020-04-26,6,1
"Northamptonshire",2020-04-26,1,0
"Northumberland",2020-04-26,0,0
"Nottingham",2020-04-26,0,0
"Nottinghamshire",2020-04-26,3,0
"Oldham",2020-04-26,1,0
"Oxfordshire",2020-04-26,1,1
"Peterborough",2020-04-26,0,0
"Plymouth",2020-04-26,1,0
"Portsmouth",2020-04-26,2,1
"Reading",2020-04-26,2,2
"Redbridge",2020-04-26,0,0
"Redcar and Cleveland",2020-04-26,1,0
"Richmond upon Thames",2020-04-26,0,0
"Rochdale",2020-04-26,1,0
"Rotherham",2020-04-26,0,0
"Rutland",2020-04-26,0,
"Salford",2020-04-26,0,0
"Sandwell",2020-04-26,0,0
"Sefton",2020-04-26,2,0
"Sheffield",2020-04-26,0,0
"Shropshire",2020-04-26,0,0
"Slough",2020-04-26,0,0
"Solihull",2020-04-26,0,0
"Somerset",2020-04-26,2,1
"South Gloucestershire",2020-04-26,0,0
"South Tyneside",2020-04-26,0,0
"Southampton",2020-04-26,2,1
"Southend-on-Sea",2020-04-26,1,0
"Southwark",2020-04-26,0,0
"St. Helens",2020-04-26,0,0
"Staffordshire",2020-04-26,4,1
"Stockport",2020-04-26,3,2
"Stockton-on-Tees",2020-04-26,0,0
"Stoke-on-Trent",2020-04-26,0,0
"Suffolk",2020-04-26,2,1
"Sunderland",2020-04-26,0,0
"Surrey",2020-04-26,5,1
"Sutton",2020-04-26,2,2
"Swindon",2020-04-26,0,0
"Tameside",2020-04-26,1,0
"Telford and Wrekin",2020-04-26,0,0
"Thurrock",2020-04-26,0,0
"Torbay",2020-04-26,0,0
"Tower Hamlets",2020-04-26,0,0
"Trafford",2020-04-26,2,2
"Wakefield",2020-04-26,0,0
"Walsall",2020-04-26,1,1
"Waltham Forest",2020-04-26,0,0
"Wandsworth",2020-04-26,0,0
"Warrington",2020-04-26,0,0
"Warwickshire",2020-04-26,0,0
"West Berkshire",2020-04-26,0,0
"West Sussex",2020-04-26,0,0
"Westminster",2020-04-26,0,0
"Wigan",2020-04-26,1,1
"Wiltshire",2020-04-26,1,1
"Windsor and Maidenhead",2020-04-26,0,0
"Wirral",2020-04-26,3,3
"Wokingham",2020-04-26,0,0
"Wolverhampton",2020-04-26,0,0
"Worcestershire",2020-04-26,2,2
"York",2020-04-26,1,1
"Notes:",2020-04-26,,
"1. Data provided by Care Quality Commission",2020-04-26,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-26,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-26,,
"England",2020-04-27,1498,657
"Barking and Dagenham",2020-04-27,0,0
"Barnet",2020-04-27,5,2
"Barnsley",2020-04-27,4,2
"Bath and North East Somerset",2020-04-27,7,3
"Bedford",2020-04-27,4,2
"Bexley",2020-04-27,4,1
"Birmingham",2020-04-27,26,12
"Blackburn with Darwen",2020-04-27,3,0
"Blackpool",2020-04-27,5,0
"Bolton",2020-04-27,11,6
"Bournemouth, Christchurch and Poole",2020-04-27,16,9
"Bracknell Forest",2020-04-27,0,0
"Bradford",2020-04-27,13,5
"Brent",2020-04-27,3,1
"Brighton and Hove",2020-04-27,7,1
"Bristol, City of",2020-04-27,10,6
"Bromley",2020-04-27,3,1
"Buckinghamshire",2020-04-27,14,8
"Bury",2020-04-27,11,6
"Calderdale",2020-04-27,9,6
"Cambridgeshire",2020-04-27,7,2
"Camden",2020-04-27,0,0
"Central Bedfordshire",2020-04-27,7,2
"Cheshire East",2020-04-27,18,9
"Cheshire West and Chester",2020-04-27,14,7
"Cornwall",2020-04-27,16,1
"County Durham",2020-04-27,24,13
"Coventry",2020-04-27,8,3
"Croydon",2020-04-27,6,2
"Cumbria",2020-04-27,16,8
"Darlington",2020-04-27,6,3
"Derby",2020-04-27,5,2
"Derbyshire",2020-04-27,18,8
"Devon",2020-04-27,14,6
"Doncaster",2020-04-27,5,0
"Dorset",2020-04-27,10,4
"Dudley",2020-04-27,7,2
"Ealing",2020-04-27,9,6
"East Riding of Yorkshire",2020-04-27,8,3
"East Sussex",2020-04-27,21,9
"Enfield",2020-04-27,10,6
"Essex",2020-04-27,35,14
"Gateshead",2020-04-27,12,7
"Gloucestershire",2020-04-27,16,12
"Greenwich",2020-04-27,2,0
"Hackney",2020-04-27,0,0
"Halton",2020-04-27,0,0
"Hammersmith and Fulham",2020-04-27,8,6
"Hampshire",2020-04-27,37,18
"Haringey",2020-04-27,0,0
"Harrow",2020-04-27,3,2
"Hartlepool",2020-04-27,7,4
"Havering",2020-04-27,5,0
"Herefordshire, County of",2020-04-27,3,1
"Hertfordshire",2020-04-27,32,9
"Hillingdon",2020-04-27,8,3
"Hounslow",2020-04-27,4,1
"Isle of Wight",2020-04-27,3,2
"Islington",2020-04-27,2,1
"Kensington and Chelsea",2020-04-27,1,1
"Kent",2020-04-27,57,20
"Kingston upon Hull, City of",2020-04-27,9,2
"Kingston upon Thames",2020-04-27,1,1
"Kirklees",2020-04-27,15,7
"Knowsley",2020-04-27,3,1
"Lambeth",2020-04-27,0,0
"Lancashire",2020-04-27,29,5
"Leeds",2020-04-27,23,12
"Leicester",2020-04-27,8,1
"Leicestershire",2020-04-27,14,7
"Lewisham",2020-04-27,3,2
"Lincolnshire",2020-04-27,17,3
"Liverpool",2020-04-27,14,11
"Luton",2020-04-27,2,2
"Manchester",2020-04-27,6,4
"Medway",2020-04-27,4,2
"Merton",2020-04-27,3,1
"Middlesbrough",2020-04-27,7,5
"Milton Keynes",2020-04-27,5,4
"Newcastle upon Tyne",2020-04-27,9,7
"Newham",2020-04-27,6,2
"Norfolk",2020-04-27,23,6
"North East Lincolnshire",2020-04-27,4,1
"North Lincolnshire",2020-04-27,5,2
"North Somerset",2020-04-27,7,2
"North Tyneside",2020-04-27,7,4
"North Yorkshire",2020-04-27,21,7
"Northamptonshire",2020-04-27,11,6
"Northumberland",2020-04-27,18,11
"Nottingham",2020-04-27,4,3
"Nottinghamshire",2020-04-27,28,7
"Oldham",2020-04-27,4,3
"Oxfordshire",2020-04-27,35,14
"Peterborough",2020-04-27,0,0
"Plymouth",2020-04-27,5,0
"Portsmouth",2020-04-27,3,2
"Reading",2020-04-27,4,3
"Redbridge",2020-04-27,2,0
"Redcar and Cleveland",2020-04-27,5,3
"Richmond upon Thames",2020-04-27,6,3
"Rochdale",2020-04-27,2,0
"Rotherham",2020-04-27,4,2
"Rutland",2020-04-27,0,
"Salford",2020-04-27,4,3
"Sandwell",2020-04-27,7,4
"Sefton",2020-04-27,7,2
"Sheffield",2020-04-27,17,11
"Shropshire",2020-04-27,8,3
"Slough",2020-04-27,2,0
"Solihull",2020-04-27,7,1
"Somerset",2020-04-27,15,9
"South Gloucestershire",2020-04-27,6,2
"South Tyneside",2020-04-27,9,7
"Southampton",2020-04-27,6,4
"Southend-on-Sea",2020-04-27,15,0
"Southwark",2020-04-27,0,0
"St. Helens",2020-04-27,13,10
"Staffordshire",2020-04-27,37,16
"Stockport",2020-04-27,5,4
"Stockton-on-Tees",2020-04-27,5,0
"Stoke-on-Trent",2020-04-27,19,11
"Suffolk",2020-04-27,21,14
"Sunderland",2020-04-27,8,5
"Surrey",2020-04-27,45,17
"Sutton",2020-04-27,3,0
"Swindon",2020-04-27,7,2
"Tameside",2020-04-27,7,3
"Telford and Wrekin",2020-04-27,6,2
"Thurrock",2020-04-27,3,1
"Torbay",2020-04-27,7,4
"Tower Hamlets",2020-04-27,0,0
"Trafford",2020-04-27,9,5
"Wakefield",2020-04-27,7,2
"Walsall",2020-04-27,5,4
"Waltham Forest",2020-04-27,2,1
"Wandsworth",2020-04-27,3,0
"Warrington",2020-04-27,14,10
"Warwickshire",2020-04-27,28,11
"West Berkshire",2020-04-27,6,5
"West Sussex",2020-04-27,39,10
"Westminster",2020-04-27,0,0
"Wigan",2020-04-27,5,2
"Wiltshire",2020-04-27,22,11
"Windsor and Maidenhead",2020-04-27,7,3
"Wirral",2020-04-27,20,10
"Wokingham",2020-04-27,7,5
"Wolverhampton",2020-04-27,10,4
"Worcestershire",2020-04-27,21,9
"York",2020-04-27,9,4
"Notes:",2020-04-27,,
"1. Data provided by Care Quality Commission",2020-04-27,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-27,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-27,,
"England",2020-04-28,992,431
"Barking and Dagenham",2020-04-28,1,1
"Barnet",2020-04-28,13,7
"Barnsley",2020-04-28,4,3
"Bath and North East Somerset",2020-04-28,2,2
"Bedford",2020-04-28,3,0
"Bexley",2020-04-28,0,0
"Birmingham",2020-04-28,3,1
"Blackburn with Darwen",2020-04-28,2,0
"Blackpool",2020-04-28,2,0
"Bolton",2020-04-28,4,3
"Bournemouth, Christchurch and Poole",2020-04-28,7,3
"Bracknell Forest",2020-04-28,0,0
"Bradford",2020-04-28,10,3
"Brent",2020-04-28,0,0
"Brighton and Hove",2020-04-28,0,0
"Bristol, City of",2020-04-28,13,8
"Bromley",2020-04-28,1,0
"Buckinghamshire",2020-04-28,15,8
"Bury",2020-04-28,12,6
"Calderdale",2020-04-28,5,1
"Cambridgeshire",2020-04-28,22,9
"Camden",2020-04-28,1,0
"Central Bedfordshire",2020-04-28,4,1
"Cheshire East",2020-04-28,10,5
"Cheshire West and Chester",2020-04-28,9,7
"Cornwall",2020-04-28,2,1
"County Durham",2020-04-28,14,10
"Coventry",2020-04-28,2,1
"Croydon",2020-04-28,4,2
"Cumbria",2020-04-28,9,7
"Darlington",2020-04-28,7,4
"Derby",2020-04-28,2,0
"Derbyshire",2020-04-28,10,5
"Devon",2020-04-28,13,3
"Doncaster",2020-04-28,4,1
"Dorset",2020-04-28,10,7
"Dudley",2020-04-28,7,2
"Ealing",2020-04-28,2,2
"East Riding of Yorkshire",2020-04-28,11,4
"East Sussex",2020-04-28,16,7
"Enfield",2020-04-28,3,0
"Essex",2020-04-28,29,9
"Gateshead",2020-04-28,4,1
"Gloucestershire",2020-04-28,21,12
"Greenwich",2020-04-28,0,0
"Hackney",2020-04-28,0,0
"Halton",2020-04-28,2,1
"Hammersmith and Fulham",2020-04-28,0,0
"Hampshire",2020-04-28,37,13
"Haringey",2020-04-28,0,0
"Harrow",2020-04-28,0,0
"Hartlepool",2020-04-28,5,2
"Havering",2020-04-28,7,0
"Herefordshire, County of",2020-04-28,6,3
"Hertfordshire",2020-04-28,36,16
"Hillingdon",2020-04-28,9,2
"Hounslow",2020-04-28,1,0
"Isle of Wight",2020-04-28,2,1
"Islington",2020-04-28,0,0
"Kensington and Chelsea",2020-04-28,0,0
"Kent",2020-04-28,28,6
"Kingston upon Hull, City of",2020-04-28,1,0
"Kingston upon Thames",2020-04-28,1,0
"Kirklees",2020-04-28,6,2
"Knowsley",2020-04-28,2,1
"Lambeth",2020-04-28,4,3
"Lancashire",2020-04-28,21,9
"Leeds",2020-04-28,19,11
"Leicester",2020-04-28,2,0
"Leicestershire",2020-04-28,11,6
"Lewisham",2020-04-28,0,0
"Lincolnshire",2020-04-28,11,4
"Liverpool",2020-04-28,10,4
"Luton",2020-04-28,3,0
"Manchester",2020-04-28,4,3
"Medway",2020-04-28,1,0
"Merton",2020-04-28,1,0
"Middlesbrough",2020-04-28,4,1
"Milton Keynes",2020-04-28,5,2
"Newcastle upon Tyne",2020-04-28,5,2
"Newham",2020-04-28,5,1
"Norfolk",2020-04-28,16,3
"North East Lincolnshire",2020-04-28,2,0
"North Lincolnshire",2020-04-28,4,0
"North Somerset",2020-04-28,2,1
"North Tyneside",2020-04-28,3,0
"North Yorkshire",2020-04-28,21,9
"Northamptonshire",2020-04-28,12,2
"Northumberland",2020-04-28,4,1
"Nottingham",2020-04-28,4,2
"Nottinghamshire",2020-04-28,7,4
"Oldham",2020-04-28,7,3
"Oxfordshire",2020-04-28,19,10
"Peterborough",2020-04-28,3,0
"Plymouth",2020-04-28,4,0
"Portsmouth",2020-04-28,4,3
"Reading",2020-04-28,6,2
"Redbridge",2020-04-28,0,0
"Redcar and Cleveland",2020-04-28,1,1
"Richmond upon Thames",2020-04-28,0,0
"Rochdale",2020-04-28,3,1
"Rotherham",2020-04-28,8,4
"Rutland",2020-04-28,0,
"Salford",2020-04-28,2,1
"Sandwell",2020-04-28,2,2
"Sefton",2020-04-28,5,0
"Sheffield",2020-04-28,14,10
"Shropshire",2020-04-28,3,1
"Slough",2020-04-28,2,0
"Solihull",2020-04-28,5,4
"Somerset",2020-04-28,5,3
"South Gloucestershire",2020-04-28,6,2
"South Tyneside",2020-04-28,9,5
"Southampton",2020-04-28,7,5
"Southend-on-Sea",2020-04-28,2,1
"Southwark",2020-04-28,0,0
"St. Helens",2020-04-28,10,6
"Staffordshire",2020-04-28,24,13
"Stockport",2020-04-28,2,2
"Stockton-on-Tees",2020-04-28,5,1
"Stoke-on-Trent",2020-04-28,2,1
"Suffolk",2020-04-28,19,7
"Sunderland",2020-04-28,6,2
"Surrey",2020-04-28,24,10
"Sutton",2020-04-28,4,3
"Swindon",2020-04-28,13,6
"Tameside",2020-04-28,1,0
"Telford and Wrekin",2020-04-28,4,0
"Thurrock",2020-04-28,2,0
"Torbay",2020-04-28,2,1
"Tower Hamlets",2020-04-28,0,0
"Trafford",2020-04-28,4,4
"Wakefield",2020-04-28,3,0
"Walsall",2020-04-28,0,0
"Waltham Forest",2020-04-28,3,1
"Wandsworth",2020-04-28,0,0
"Warrington",2020-04-28,5,3
"Warwickshire",2020-04-28,15,8
"West Berkshire",2020-04-28,4,3
"West Sussex",2020-04-28,14,8
"Westminster",2020-04-28,3,0
"Wigan",2020-04-28,9,5
"Wiltshire",2020-04-28,13,5
"Windsor and Maidenhead",2020-04-28,9,6
"Wirral",2020-04-28,5,4
"Wokingham",2020-04-28,2,0
"Wolverhampton",2020-04-28,8,6
"Worcestershire",2020-04-28,16,6
"York",2020-04-28,7,1
"Notes:",2020-04-28,,
"1. Data provided by Care Quality Commission",2020-04-28,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 08 May 2020, and may be an underestimate due to notification delays.",2020-04-28,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-28,,
"England",2020-04-29,775,346
"Barking and Dagenham",2020-04-29,1,1
"Barnet",2020-04-29,8,3
"Barnsley",2020-04-29,3,2
"Bath and North East Somerset",2020-04-29,3,3
"Bedford",2020-04-29,5,1
"Bexley",2020-04-29,1,0
"Birmingham",2020-04-29,5,3
